policy_id,partner_id,product_id,inception_date,date_of_birth,gender,province,cover_amount,monthly_premium,policy_status,termination_date,source_file,load_timestamp
POL000418,PART004,PRD007,2025-12-17,2003-12-17,F,Limpopo,88300.0,432.67,Active,,policies.csv,2026-09-03 13:30:17
POL000419,PART001,PRD001,2025-11-21,1984-11-21,M,North West,62400.0,299.52,Active,,policies.csv,2026-09-03 13:30:17
POL000420,PART004,PRD007,2025-09-05,1981-09-05,M,Western Cape,117300.0,574.77,Active,,policies.csv,2026-09-03 13:30:17
POL000421,PART001,PRD001,2025-08-09,1974-08-09,F,Western Cape,20700.0,99.36,Active,,policies.csv,2026-09-03 13:30:17
POL000422,PART004,PRD008,2025-07-12,1997-07-12,F,Eastern Cape,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL000423,PART001,PRD002,2025-08-31,1968-08-31,F,Gauteng,102100.0,633.02,Lapsed,2026-03-28,policies.csv,2026-09-03 13:30:17
POL000424,PART002,PRD004,2026-02-15,1969-02-15,M,North West,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL000425,PART004,PRD007,2025-08-25,1963-08-25,F,Gauteng,93600.0,458.64,Active,,policies.csv,2026-09-03 13:30:17
POL000426,PART001,PRD001,2025-12-19,1964-12-19,F,Limpopo,39900.0,191.52,Active,,policies.csv,2026-09-03 13:30:17
POL000427,PART004,PRD007,2025-10-29,1964-10-29,F,Western Cape,129800.0,636.02,Cancelled,2026-02-28,policies.csv,2026-09-03 13:30:17
POL000428,PART005,PRD009,2025-08-13,1972-08-13,M,North West,141000.0,592.2,Active,,policies.csv,2026-09-03 13:30:17
POL000429,PART003,PRD005,2025-11-25,1982-11-25,M,North West,68500.0,376.75,Active,,policies.csv,2026-09-03 13:30:17
POL000430,PART003,PRD006,2025-08-17,1991-08-17,F,KwaZulu-Natal,89900.0,593.34,Active,,policies.csv,2026-09-03 13:30:17
POL000431,PART002,PRD004,2025-07-12,1971-07-12,F,Eastern Cape,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL000432,PART003,PRD005,2025-12-30,1972-12-30,F,KwaZulu-Natal,51600.0,283.8,Active,,policies.csv,2026-09-03 13:30:17
POL000433,PART005,PRD010,2025-10-05,1961-10-05,M,KwaZulu-Natal,109600.0,383.6,Active,,policies.csv,2026-09-03 13:30:17
POL000434,PART004,PRD007,2025-07-10,2000-07-10,F,Gauteng,87000.0,426.3,Active,,policies.csv,2026-09-03 13:30:17
POL000435,PART001,PRD001,2025-09-21,1976-09-21,M,KwaZulu-Natal,28500.0,136.8,Active,,policies.csv,2026-09-03 13:30:17
POL000436,PART003,PRD005,2025-10-14,1989-10-14,F,Limpopo,92600.0,509.3,Active,,policies.csv,2026-09-03 13:30:17
POL000437,PART001,PRD002,2025-07-23,1978-07-23,M,Gauteng,56000.0,347.2,Lapsed,2026-04-23,policies.csv,2026-09-03 13:30:17
POL000438,PART001,PRD001,2025-08-24,1985-08-24,F,Eastern Cape,62100.0,298.08,Active,,policies.csv,2026-09-03 13:30:17
POL000439,PART001,PRD001,2026-01-19,1985-01-19,F,Mpumalanga,20100.0,96.48,Active,,policies.csv,2026-09-03 13:30:17
POL000440,PART002,PRD003,2025-09-23,1984-09-23,F,Free State,25000.0,44.5,Active,,policies.csv,2026-09-03 13:30:17
POL000441,PART003,PRD006,2026-01-15,1991-01-15,M,Free State,148200.0,978.12,Cancelled,2026-04-15,policies.csv,2026-09-03 13:30:17
POL000442,PART001,PRD002,2025-10-05,2002-10-05,F,Gauteng,92100.0,571.02,Active,,policies.csv,2026-09-03 13:30:17
POL000443,PART004,PRD007,2025-09-29,2003-09-29,M,KwaZulu-Natal,89200.0,437.08,Active,,policies.csv,2026-09-03 13:30:17
POL000444,PART002,PRD004,2026-03-10,1984-03-10,M,Gauteng,100000.0,149.0,Active,,policies.csv,2026-09-03 13:30:17
POL000445,PART003,PRD006,2026-03-05,1993-03-05,M,KwaZulu-Natal,185000.0,1221.0,Active,,policies.csv,2026-09-03 13:30:17
POL000446,PART002,PRD004,2025-10-09,1970-10-09,M,Free State,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL000447,PART004,PRD007,2025-12-30,1983-12-30,F,Gauteng,153500.0,752.15,Active,,policies.csv,2026-09-03 13:30:17
POL000448,PART001,PRD001,2026-03-17,2000-03-17,M,Western Cape,52600.0,252.48,Active,,policies.csv,2026-09-03 13:30:17
POL000449,PART001,PRD001,2025-08-30,2002-08-30,F,Mpumalanga,61900.0,297.12,Cancelled,2026-02-28,policies.csv,2026-09-03 13:30:17
POL000450,PART003,PRD005,2025-07-17,1972-07-17,M,Eastern Cape,65700.0,361.35,Active,,policies.csv,2026-09-03 13:30:17
POL000451,PART001,PRD002,2025-12-28,1966-12-28,F,Western Cape,138800.0,860.56,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000452,PART001,PRD001,2025-12-11,1976-12-11,M,Western Cape,39400.0,189.12,Active,,policies.csv,2026-09-03 13:30:17
POL000453,PART005,PRD009,2025-09-29,1976-09-29,F,KwaZulu-Natal,237100.0,995.82,Active,,policies.csv,2026-09-03 13:30:17
POL000454,PART003,PRD005,2025-08-31,2004-08-31,F,Free State,67100.0,369.05,Active,,policies.csv,2026-09-03 13:30:17
POL000455,PART004,PRD007,2026-03-14,1971-03-14,F,Western Cape,115800.0,567.42,Active,,policies.csv,2026-09-03 13:30:17
POL000456,PART001,PRD001,2026-03-17,1990-03-17,F,Free State,29100.0,139.68,Active,,policies.csv,2026-09-03 13:30:17
POL000457,PART001,PRD002,2025-12-15,1982-12-15,F,Gauteng,63000.0,390.6,Active,,policies.csv,2026-09-03 13:30:17
POL000458,PART002,PRD004,2025-11-09,2002-11-09,F,Limpopo,75000.0,111.75,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000459,PART002,PRD003,2025-11-26,1964-11-26,F,KwaZulu-Natal,100000.0,178.0,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000460,PART003,PRD005,2025-10-13,2002-10-13,F,Gauteng,45100.0,248.05,Active,,policies.csv,2026-09-03 13:30:17
POL000462,PART003,PRD006,2026-03-30,1982-03-30,F,Gauteng,187700.0,1238.82,Active,,policies.csv,2026-09-03 13:30:17
POL000463,PART001,PRD002,2026-01-31,1962-01-31,F,KwaZulu-Natal,140100.0,868.62,Active,,policies.csv,2026-09-03 13:30:17
POL000464,PART003,PRD005,2026-02-10,2004-02-10,F,KwaZulu-Natal,90300.0,496.65,Active,,policies.csv,2026-09-03 13:30:17
POL000465,PART003,PRD005,2025-12-04,1992-12-04,F,KwaZulu-Natal,66200.0,364.1,Active,,policies.csv,2026-09-03 13:30:17
POL000466,PART005,PRD010,2025-07-18,1970-07-18,M,Western Cape,173500.0,607.25,Active,,policies.csv,2026-09-03 13:30:17
POL000467,PART003,PRD005,2026-04-15,1994-04-15,F,North West,44900.0,246.95,Active,,policies.csv,2026-09-03 13:30:17
POL000468,PART002,PRD004,2026-01-15,1967-01-15,M,KwaZulu-Natal,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL000469,PART002,PRD003,2026-01-18,1964-01-18,F,Western Cape,50000.0,89.0,Lapsed,2026-04-18,policies.csv,2026-09-03 13:30:17
POL000470,PART005,PRD009,2025-07-05,1990-07-05,F,Western Cape,213200.0,895.44,Active,,policies.csv,2026-09-03 13:30:17
POL000471,PART001,PRD001,2025-07-11,1977-07-11,M,KwaZulu-Natal,52700.0,252.96,Active,,policies.csv,2026-09-03 13:30:17
POL000472,PART004,PRD007,2025-11-09,1987-11-09,F,Eastern Cape,120400.0,589.96,Active,,policies.csv,2026-09-03 13:30:17
POL000473,PART004,PRD007,2025-09-04,1988-09-04,M,Gauteng,88700.0,434.63,Active,,policies.csv,2026-09-03 13:30:17
POL000474,PART001,PRD002,2025-12-20,1965-12-20,F,Western Cape,80300.0,497.86,Lapsed,2026-05-20,policies.csv,2026-09-03 13:30:17
POL000475,PART002,PRD004,2025-12-14,1997-12-14,M,Free State,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL000476,PART003,PRD006,2025-07-23,1999-07-23,M,North West,138400.0,913.44,Active,,policies.csv,2026-09-03 13:30:17
POL000477,PART001,PRD001,2025-07-06,2003-07-06,F,Western Cape,50200.0,240.96,Active,,policies.csv,2026-09-03 13:30:17
POL000478,PART001,PRD999,2026-03-11,1985-03-11,F,Mpumalanga,30900.0,148.32,Active,,policies.csv,2026-09-03 13:30:17
POL000479,PART003,PRD005,2026-04-18,1973-04-18,M,Gauteng,47400.0,260.7,Active,,policies.csv,2026-09-03 13:30:17
POL000480,PART001,PRD001,2025-11-29,1998-11-29,M,Mpumalanga,61500.0,295.2,Lapsed,2026-02-28,policies.csv,2026-09-03 13:30:17
POL000481,PART001,PRD002,2026-04-11,1974-04-11,M,North West,135900.0,842.58,Active,,policies.csv,2026-09-03 13:30:17
POL000482,PART002,PRD003,2026-02-26,1988-02-26,F,Limpopo,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL000483,PART004,PRD008,2026-03-15,1968-03-15,M,Eastern Cape,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL000484,PART005,PRD009,2026-03-23,1983-03-23,M,Gauteng,239400.0,1005.48,Active,,policies.csv,2026-09-03 13:30:17
POL000485,PART004,PRD007,2025-08-17,1978-08-17,M,Gauteng,56700.0,277.83,Active,,policies.csv,2026-09-03 13:30:17
POL000486,PART003,PRD005,2025-09-10,1970-09-10,M,Gauteng,41000.0,225.5,Active,,policies.csv,2026-09-03 13:30:17
POL000488,PART005,PRD010,2025-09-19,1961-09-19,F,Western Cape,91300.0,319.55,Lapsed,2026-06-19,policies.csv,2026-09-03 13:30:17
POL000489,PART001,PRD002,2025-07-02,1968-07-02,F,Gauteng,103900.0,644.18,Active,,policies.csv,2026-09-03 13:30:17
POL000490,PART004,PRD007,2025-07-18,1970-07-18,M,Western Cape,131800.0,645.82,Active,,policies.csv,2026-09-03 13:30:17
POL000491,PART003,PRD005,2025-11-23,1964-11-23,M,Gauteng,40800.0,224.4,Active,,policies.csv,2026-09-03 13:30:17
POL000492,PART005,PRD009,2025-10-26,1974-10-26,M,Eastern Cape,161100.0,676.62,Active,,policies.csv,2026-09-03 13:30:17
POL000493,PART005,PRD010,2026-02-04,2003-02-04,M,Gauteng,172800.0,604.8,Lapsed,2026-04-04,policies.csv,2026-09-03 13:30:17
POL000494,PART003,PRD006,2025-08-11,1992-08-11,M,Mpumalanga,169200.0,1116.72,Active,,policies.csv,2026-09-03 13:30:17
POL000495,PART002,PRD004,2026-02-22,1994-02-22,M,Gauteng,50000.0,74.5,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000496,PART003,PRD005,2025-12-22,2000-12-22,F,Eastern Cape,41900.0,230.45,Active,,policies.csv,2026-09-03 13:30:17
POL000497,PART001,PRD002,2025-12-17,1995-12-17,F,Western Cape,114500.0,709.9,Active,,policies.csv,2026-09-03 13:30:17
POL000498,PART003,PRD006,2025-09-25,1973-09-25,F,Gauteng,134800.0,889.68,Active,,policies.csv,2026-09-03 13:30:17
POL000499,PART005,PRD010,2025-10-16,1979-10-16,F,Gauteng,136100.0,476.35,Active,,policies.csv,2026-09-03 13:30:17
POL000500,PART001,PRD002,2025-10-12,1965-10-12,M,Gauteng,59900.0,371.38,Active,,policies.csv,2026-09-03 13:30:17
POL000501,PART001,PRD002,2026-04-15,1976-04-15,M,Western Cape,61100.0,378.82,Active,,policies.csv,2026-09-03 13:30:17
POL000502,PART002,PRD004,2025-07-02,2002-07-02,M,KwaZulu-Natal,100000.0,149.0,Active,,policies.csv,2026-09-03 13:30:17
POL000503,PART001,PRD002,2025-10-07,1987-10-07,M,KwaZulu-Natal,75200.0,466.24,Lapsed,2026-05-07,policies.csv,2026-09-03 13:30:17
POL000504,PART002,PRD003,2025-08-28,1983-08-28,F,North West,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL000505,PART005,PRD010,2026-02-16,2004-02-16,M,KwaZulu-Natal,156700.0,548.45,Active,,policies.csv,2026-09-03 13:30:17
POL000506,PART001,PRD001,2026-01-04,1968-01-04,F,Gauteng,33300.0,159.84,Active,,policies.csv,2026-09-03 13:30:17
POL000507,PART003,PRD005,2025-09-02,1985-09-02,M,Gauteng,60800.0,334.4,Active,,policies.csv,2026-09-03 13:30:17
POL000508,PART003,PRD005,2025-11-07,1997-11-07,M,Eastern Cape,37200.0,204.6,Active,,policies.csv,2026-09-03 13:30:17
POL000509,PART002,PRD004,2025-10-16,2000-10-16,M,Mpumalanga,100000.0,149.0,Lapsed,2025-12-16,policies.csv,2026-09-03 13:30:17
POL000510,PART004,PRD008,2026-02-14,1969-02-14,M,Eastern Cape,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL000511,PART003,PRD005,2025-11-23,1983-11-23,F,Free State,50300.0,276.65,Active,,policies.csv,2026-09-03 13:30:17
POL000512,PART001,PRD002,2025-08-28,1989-08-28,F,Gauteng,45300.0,280.86,Active,,policies.csv,2026-09-03 13:30:17
POL000513,PART003,PRD005,2025-12-14,1993-12-14,M,Gauteng,89700.0,493.35,Lapsed,2026-06-14,policies.csv,2026-09-03 13:30:17
POL000514,PART003,PRD005,2026-04-06,2005-04-06,M,Western Cape,63600.0,349.8,Active,,policies.csv,2026-09-03 13:30:17
POL000515,PART004,PRD008,2025-08-16,1967-08-16,F,Eastern Cape,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL000516,PART001,PRD002,2025-07-02,1974-07-02,F,KwaZulu-Natal,76200.0,472.44,Active,,policies.csv,2026-09-03 13:30:17
POL000517,PART002,PRD003,2025-08-06,1992-08-06,M,KwaZulu-Natal,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL000518,PART003,PRD005,2025-07-22,1988-07-22,M,Mpumalanga,48700.0,267.85,Active,,policies.csv,2026-09-03 13:30:17
POL000519,PART003,PRD005,2026-04-25,1992-04-25,F,Gauteng,54600.0,300.3,Active,,policies.csv,2026-09-03 13:30:17
POL000520,PART004,PRD007,2025-07-14,1962-07-14,F,Gauteng,110000.0,539.0,Active,,policies.csv,2026-09-03 13:30:17
POL000521,PART002,PRD003,2025-10-13,1973-10-13,F,Limpopo,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL000522,PART005,PRD010,2025-07-27,1973-07-27,F,Gauteng,213700.0,747.95,Active,,policies.csv,2026-09-03 13:30:17
POL000523,PART001,PRD001,2026-02-24,1962-02-24,F,KwaZulu-Natal,51700.0,248.16,Active,,policies.csv,2026-09-03 13:30:17
POL000524,PART001,PRD002,2026-01-21,1970-01-21,M,Eastern Cape,135400.0,839.48,Active,,policies.csv,2026-09-03 13:30:17
POL000525,PART005,PRD010,2025-09-30,1977-09-30,F,Gauteng,181800.0,636.3,Active,,policies.csv,2026-09-03 13:30:17
POL000526,PART003,PRD006,2026-02-28,1970-02-28,F,Free State,187000.0,1234.2,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000527,PART003,PRD006,2026-01-21,1998-01-21,F,Free State,127500.0,841.5,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000528,PART004,PRD007,2025-07-23,1976-07-23,F,Mpumalanga,131000.0,641.9,Active,,policies.csv,2026-09-03 13:30:17
POL000529,PART001,PRD002,2025-08-17,1978-08-17,F,KwaZulu-Natal,51600.0,319.92,Active,,policies.csv,2026-09-03 13:30:17
POL000530,PART005,PRD009,2026-01-19,1967-01-19,F,Mpumalanga,181300.0,761.46,Active,,policies.csv,2026-09-03 13:30:17
POL000531,PART002,PRD004,2026-04-12,1987-04-12,M,Western Cape,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL000532,PART004,PRD008,2026-01-02,1972-01-02,F,Limpopo,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL000533,PART004,PRD007,2025-10-05,1968-10-05,M,Gauteng,74200.0,363.58,Active,,policies.csv,2026-09-03 13:30:17
POL000534,PART004,PRD008,2025-11-08,1964-11-08,F,North West,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL000535,PART002,PRD004,2025-12-07,1961-12-07,M,Western Cape,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL000536,PART003,PRD006,2025-09-22,1972-09-22,F,Limpopo,53600.0,353.76,Active,,policies.csv,2026-09-03 13:30:17
POL000537,PART003,PRD005,2026-02-28,1997-02-28,M,Western Cape,53200.0,292.6,Lapsed,2026-04-28,policies.csv,2026-09-03 13:30:17
POL000538,PART005,PRD010,2025-08-09,1988-08-09,F,Western Cape,95900.0,335.65,Active,,policies.csv,2026-09-03 13:30:17
POL000539,PART001,PRD002,2025-10-01,1994-10-01,M,Eastern Cape,38500.0,238.7,Active,,policies.csv,2026-09-03 13:30:17
POL000540,PART003,PRD006,2025-07-22,1981-07-22,M,Western Cape,105900.0,698.94,Active,,policies.csv,2026-09-03 13:30:17
POL000541,PART005,PRD009,2026-02-14,1969-02-14,M,KwaZulu-Natal,154600.0,649.32,Lapsed,2026-05-14,policies.csv,2026-09-03 13:30:17
POL000542,PART002,PRD003,2025-12-13,1999-12-13,M,Western Cape,25000.0,44.5,Active,,policies.csv,2026-09-03 13:30:17
POL000543,PART003,PRD006,2025-08-22,1987-08-22,F,Gauteng,80500.0,531.3,Lapsed,2026-01-22,policies.csv,2026-09-03 13:30:17
POL000544,PART002,PRD004,2026-03-15,1988-03-15,F,Gauteng,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL000545,PART005,PRD010,2026-02-09,2003-02-09,F,Gauteng,192200.0,672.7,Active,,policies.csv,2026-09-03 13:30:17
POL000546,PART005,PRD009,2025-07-01,1982-07-01,M,Gauteng,76500.0,321.3,Active,,policies.csv,2026-09-03 13:30:17
POL000547,PART004,PRD007,2025-12-09,1987-12-09,F,Mpumalanga,145800.0,714.42,Active,,policies.csv,2026-09-03 13:30:17
POL000548,PART001,PRD001,2025-11-23,2005-11-23,F,Gauteng,38800.0,186.24,Active,,policies.csv,2026-09-03 13:30:17
POL000549,PART002,PRD004,2026-03-24,1988-03-24,M,Free State,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL000550,PART004,PRD008,2026-01-25,1962-01-25,F,Eastern Cape,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL000551,PART001,PRD001,2025-09-09,2002-09-09,F,Eastern Cape,37700.0,180.96,Active,,policies.csv,2026-09-03 13:30:17
POL000552,PART005,PRD010,2026-04-06,1987-04-06,F,Gauteng,70400.0,246.4,Active,,policies.csv,2026-09-03 13:30:17
POL000553,PART001,PRD002,2025-08-20,1979-08-20,M,Western Cape,55300.0,342.86,Active,,policies.csv,2026-09-03 13:30:17
POL000554,PART002,PRD003,2025-08-18,1961-08-18,M,North West,25000.0,44.5,Active,,policies.csv,2026-09-03 13:30:17
POL000555,PART001,PRD002,2025-10-09,1976-10-09,F,Gauteng,112100.0,695.02,Active,,policies.csv,2026-09-03 13:30:17
POL000556,PART004,PRD007,2026-02-04,2001-02-04,M,Gauteng,180800.0,885.92,Active,,policies.csv,2026-09-03 13:30:17
POL000557,PART005,PRD010,2025-07-29,1993-07-29,F,Gauteng,118400.0,414.4,Cancelled,2026-02-28,policies.csv,2026-09-03 13:30:17
POL000558,PART003,PRD006,2025-11-21,1993-11-21,F,KwaZulu-Natal,187200.0,1235.52,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000559,PART002,PRD003,2025-07-26,1968-07-26,F,Western Cape,25000.0,44.5,Cancelled,2026-02-26,policies.csv,2026-09-03 13:30:17
POL000560,PART002,PRD003,2025-11-30,1994-11-30,M,Gauteng,75000.0,133.5,Lapsed,2026-06-28,policies.csv,2026-09-03 13:30:17
POL000561,PART001,PRD002,2025-10-16,1963-10-16,M,Gauteng,104100.0,645.42,Active,,policies.csv,2026-09-03 13:30:17
POL000562,PART003,PRD005,2026-01-04,2002-01-04,M,Gauteng,78000.0,429.0,Active,,policies.csv,2026-09-03 13:30:17
POL000563,PART005,PRD010,2026-02-09,1991-02-09,F,Gauteng,195100.0,682.85,Lapsed,2026-04-09,policies.csv,2026-09-03 13:30:17
POL000564,PART001,PRD001,2026-02-21,1965-02-21,M,KwaZulu-Natal,65800.0,315.84,Active,,policies.csv,2026-09-03 13:30:17
POL000565,PART002,PRD003,2025-08-22,1972-08-22,F,Mpumalanga,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL000566,PART004,PRD007,2026-03-13,1987-03-13,M,Limpopo,118700.0,581.63,Active,,policies.csv,2026-09-03 13:30:17
POL000567,PART001,PRD002,2026-02-05,2000-02-05,F,Gauteng,80300.0,497.86,Active,,policies.csv,2026-09-03 13:30:17
POL000568,PART001,PRD001,2025-10-01,2001-10-01,M,Western Cape,43500.0,208.8,Active,,policies.csv,2026-09-03 13:30:17
POL000569,PART003,PRD006,2025-11-26,1966-11-26,M,Gauteng,66900.0,441.54,Active,,policies.csv,2026-09-03 13:30:17
POL000570,PART004,PRD007,2025-08-02,1984-08-02,M,Western Cape,76900.0,376.81,Active,,policies.csv,2026-09-03 13:30:17
POL000571,PART002,PRD004,2026-01-22,1962-01-22,M,KwaZulu-Natal,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL000572,PART005,PRD009,2025-07-09,1966-07-09,F,Western Cape,242400.0,1018.08,Active,,policies.csv,2026-09-03 13:30:17
POL000573,PART001,PRD002,2026-03-29,1966-03-29,F,Gauteng,149000.0,923.8,Active,,policies.csv,2026-09-03 13:30:17
POL000574,PART001,PRD002,2026-03-15,1981-03-15,M,KwaZulu-Natal,70100.0,434.62,Cancelled,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000575,PART005,PRD009,2025-10-09,1990-10-09,F,Limpopo,128500.0,539.7,Active,,policies.csv,2026-09-03 13:30:17
POL000576,PART004,PRD008,,1964-04-11,F,Mpumalanga,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL000577,PART001,PRD001,2025-08-29,1969-08-29,M,Limpopo,58700.0,281.76,Active,,policies.csv,2026-09-03 13:30:17
POL000578,PART004,PRD008,2025-11-13,1982-11-13,F,KwaZulu-Natal,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL000579,PART002,PRD003,2026-02-28,1995-02-28,F,Gauteng,25000.0,44.5,Lapsed,2026-05-28,policies.csv,2026-09-03 13:30:17
POL000580,PART004,PRD007,2025-12-24,1978-12-24,M,Gauteng,53800.0,263.62,Active,,policies.csv,2026-09-03 13:30:17
POL000581,PART001,PRD002,2025-11-03,1997-11-03,M,KwaZulu-Natal,88100.0,546.22,Active,,policies.csv,2026-09-03 13:30:17
POL000582,PART005,PRD009,2026-04-13,1981-04-13,F,Western Cape,78100.0,328.02,Active,,policies.csv,2026-09-03 13:30:17
POL000583,PART005,PRD010,2025-08-29,1975-08-29,M,Free State,225800.0,790.3,Active,,policies.csv,2026-09-03 13:30:17
POL000584,PART001,PRD002,2026-03-15,1990-03-15,M,Eastern Cape,112200.0,695.64,Active,,policies.csv,2026-09-03 13:30:17
POL000585,PART004,PRD007,2026-01-30,1992-01-30,F,Gauteng,187900.0,920.71,Active,,policies.csv,2026-09-03 13:30:17
POL000586,PART001,PRD001,2025-12-23,2002-12-23,M,Western Cape,55400.0,265.92,Active,,policies.csv,2026-09-03 13:30:17
POL000587,PART003,PRD006,2026-01-22,2002-01-22,M,Gauteng,96800.0,638.88,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000588,PART004,PRD008,2025-11-01,2005-11-01,F,Western Cape,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL000589,PART002,PRD003,2026-02-26,1985-02-26,M,Eastern Cape,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL000590,PART005,PRD010,2026-03-31,1978-03-31,M,KwaZulu-Natal,112700.0,394.45,Active,,policies.csv,2026-09-03 13:30:17
POL000591,PART002,PRD003,2025-09-25,1983-09-25,F,Gauteng,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL000592,PART003,PRD006,2025-11-26,1963-11-26,M,Mpumalanga,145400.0,959.64,Active,,policies.csv,2026-09-03 13:30:17
POL000593,PART003,PRD005,2025-08-12,1965-08-12,M,KwaZulu-Natal,82100.0,451.55,Active,,policies.csv,2026-09-03 13:30:17
POL000594,PART003,PRD005,2026-02-16,1990-02-16,F,KwaZulu-Natal,86000.0,473.0,Active,,policies.csv,2026-09-03 13:30:17
POL000595,PART005,PRD010,2025-11-13,1988-11-13,F,Mpumalanga,211900.0,741.65,Active,,policies.csv,2026-09-03 13:30:17
POL000596,PART003,PRD006,2025-12-22,1985-12-22,F,Mpumalanga,115800.0,764.28,Active,,policies.csv,2026-09-03 13:30:17
POL000597,PART001,PRD002,2025-08-27,1972-08-27,F,North West,147500.0,914.5,Cancelled,2025-09-27,policies.csv,2026-09-03 13:30:17
POL000598,PART001,PRD001,2025-08-01,1968-08-01,M,KwaZulu-Natal,46300.0,222.24,Active,,policies.csv,2026-09-03 13:30:17
POL000599,PART001,PRD001,2025-10-20,1993-10-20,M,Gauteng,66900.0,321.12,Active,,policies.csv,2026-09-03 13:30:17
POL000600,PART003,PRD005,2025-09-23,1961-09-23,F,Eastern Cape,48300.0,265.65,Active,,policies.csv,2026-09-03 13:30:17
POL000601,PART005,PRD010,2025-07-26,1987-07-26,M,Western Cape,89800.0,314.3,Lapsed,2025-12-26,policies.csv,2026-09-03 13:30:17
POL000602,PART003,PRD005,2025-09-27,1997-09-27,F,Western Cape,56600.0,311.3,Cancelled,2026-05-27,policies.csv,2026-09-03 13:30:17
POL000603,PART003,PRD006,2026-01-28,1969-01-28,F,Gauteng,129800.0,856.68,Active,,policies.csv,2026-09-03 13:30:17
POL000604,PART001,PRD002,2026-03-09,1995-03-09,F,Limpopo,109700.0,680.14,Active,,policies.csv,2026-09-03 13:30:17
POL000605,PART001,PRD001,2025-08-31,1969-08-31,M,KwaZulu-Natal,19500.0,93.6,Active,,policies.csv,2026-09-03 13:30:17
POL000606,PART005,PRD010,2025-10-26,1994-10-26,F,Gauteng,170800.0,597.8,Active,,policies.csv,2026-09-03 13:30:17
POL000607,PART004,PRD008,2025-11-29,2002-11-29,M,KwaZulu-Natal,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL000608,PART001,PRD001,2025-10-26,1977-10-26,F,Western Cape,22400.0,107.52,Active,,policies.csv,2026-09-03 13:30:17
POL000609,PART005,PRD009,2026-02-01,2005-02-01,F,Eastern Cape,190800.0,801.36,Active,,policies.csv,2026-09-03 13:30:17
POL000610,PART002,PRD003,2026-03-12,1982-03-12,M,Mpumalanga,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL000611,PART001,PRD001,2026-03-19,1995-03-19,F,Limpopo,72100.0,346.08,Active,,policies.csv,2026-09-03 13:30:17
POL000612,PART004,PRD008,2025-07-18,1966-07-18,F,KwaZulu-Natal,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL000613,PART004,PRD008,,1995-01-06,M,Limpopo,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL000614,PART004,PRD008,2025-09-25,1976-09-25,F,KwaZulu-Natal,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL000615,PART005,PRD010,2026-04-24,1995-04-24,F,Gauteng,96600.0,338.1,Active,,policies.csv,2026-09-03 13:30:17
POL000616,PART003,PRD006,2026-04-15,1965-04-15,F,Limpopo,197400.0,1302.84,Active,,policies.csv,2026-09-03 13:30:17
